date,machine_name,machine_age_days,days_since_malfunction,daily_operating_hours,malfunction_component,failed_in_next_7_days
2024-03-13,Mixer 0,639,1,11.72,Conveyor Belt,0
2024-03-14,Mixer 0,640,2,17.7,Conveyor Belt,0
2024-03-15,Mixer 0,641,3,20.48,Conveyor Belt,0
2024-03-16,Mixer 0,642,4,19.52,Conveyor Belt,0
2024-03-17,Mixer 0,643,5,20.44,Conveyor Belt,0
2024-03-18,Mixer 0,644,6,21.34,Conveyor Belt,0
2024-03-19,Mixer 0,645,7,19.84,Conveyor Belt,0
2024-03-20,Mixer 0,646,8,19.72,Conveyor Belt,0
2024-03-21,Mixer 0,647,9,18.83,Conveyor Belt,0
2024-03-22,Mixer 0,648,10,13.68,Conveyor Belt,0
2024-03-23,Mixer 0,649,11,22.21,Conveyor Belt,0
2024-03-24,Mixer 0,650,12,17.84,Conveyor Belt,0
2024-03-25,Mixer 0,651,13,20.73,Conveyor Belt,0
2024-03-26,Mixer 0,652,14,21.75,Conveyor Belt,0
2024-03-27,Mixer 0,653,15,15.94,Conveyor Belt,0
2024-03-28,Mixer 0,654,16,16.26,Conveyor Belt,1
2024-03-29,Mixer 0,655,17,16.76,Conveyor Belt,1
2024-03-30,Mixer 0,656,18,23.02,Conveyor Belt,1
2024-03-31,Mixer 0,657,19,14.42,Conveyor Belt,1
2024-04-01,Mixer 0,658,20,23.79,Conveyor Belt,1
2024-04-02,Mixer 0,659,21,18.79,Conveyor Belt,1
2024-04-03,Mixer 0,660,22,19.07,Conveyor Belt,1
2024-04-04,Mixer 0,661,23,21.56,Conveyor Belt,0
2024-04-05,Mixer 0,662,0,16.25,Sensor,0
2024-04-06,Mixer 0,663,1,13.25,Sensor,0
2024-04-07,Mixer 0,664,2,24.0,Sensor,0
2024-04-08,Mixer 0,665,3,15.4,Sensor,0
2024-04-09,Mixer 0,666,4,16.93,Sensor,0
2024-04-10,Mixer 0,667,5,15.34,Sensor,0
2024-04-11,Mixer 0,668,6,17.96,Sensor,0
2024-04-12,Mixer 0,669,7,17.46,Sensor,0
2024-04-13,Mixer 0,670,8,20.67,Sensor,0
2024-04-14,Mixer 0,671,9,24.0,Sensor,0
2024-04-15,Mixer 0,672,10,14.19,Sensor,0
2024-04-16,Mixer 0,673,11,16.9,Sensor,0
2024-04-17,Mixer 0,674,12,20.25,Sensor,0
2024-04-18,Mixer 0,675,13,11.87,Sensor,0
2024-04-19,Mixer 0,676,14,21.33,Sensor,0
2024-04-20,Mixer 0,677,15,18.83,Sensor,0
2024-04-21,Mixer 0,678,16,17.4,Sensor,0
2024-04-22,Mixer 0,679,17,15.36,Sensor,0
2024-04-23,Mixer 0,680,18,17.49,Sensor,0
2024-04-24,Mixer 0,681,19,16.0,Sensor,0
2024-04-25,Mixer 0,682,20,19.87,Sensor,0
2024-04-26,Mixer 0,683,21,20.03,Sensor,0
2024-04-27,Mixer 0,684,22,24.0,Sensor,0
2024-04-28,Mixer 0,685,23,19.88,Sensor,0
2024-04-29,Mixer 0,686,24,10.68,Sensor,0
2024-04-30,Mixer 0,687,25,24.0,Sensor,1
2024-05-01,Mixer 0,688,26,24.0,Sensor,1
2024-05-02,Mixer 0,689,27,15.34,Sensor,1
2024-05-03,Mixer 0,690,28,9.02,Sensor,1
2024-05-04,Mixer 0,691,29,14.49,Sensor,1
2024-05-05,Mixer 0,692,30,17.72,Sensor,1
2024-05-06,Mixer 0,693,31,17.25,Sensor,1
2024-05-07,Mixer 0,694,32,14.14,Sensor,0
2024-05-08,Mixer 0,695,0,14.59,Conveyor Belt,0
2024-05-09,Mixer 0,696,1,14.64,Conveyor Belt,0
2024-05-10,Mixer 0,697,2,17.97,Conveyor Belt,0
2024-05-11,Mixer 0,698,3,4.08,Conveyor Belt,0
2024-05-12,Mixer 0,699,4,14.52,Conveyor Belt,0
2024-05-13,Mixer 0,700,5,23.3,Conveyor Belt,0
2024-05-14,Mixer 0,701,6,13.47,Conveyor Belt,0
2024-05-15,Mixer 0,702,7,18.96,Conveyor Belt,0
2024-05-16,Mixer 0,703,8,19.22,Conveyor Belt,0
2024-05-17,Mixer 0,704,9,19.62,Conveyor Belt,1
2024-05-18,Mixer 0,705,10,20.86,Conveyor Belt,1
2024-05-19,Mixer 0,706,11,22.03,Conveyor Belt,1
2024-05-20,Mixer 0,707,12,24.0,Conveyor Belt,1
2024-05-21,Mixer 0,708,13,16.52,Conveyor Belt,1
2024-05-22,Mixer 0,709,14,14.67,Conveyor Belt,1
2024-05-23,Mixer 0,710,15,19.67,Conveyor Belt,1
2024-05-24,Mixer 0,711,16,19.6,Conveyor Belt,1
2024-05-25,Mixer 0,712,0,17.01,Cooling System,1
2024-05-26,Mixer 0,713,1,15.62,Cooling System,1
2024-05-27,Mixer 0,714,2,17.12,Cooling System,1
2024-05-28,Mixer 0,715,3,18.76,Cooling System,0
2024-05-29,Mixer 0,716,0,17.62,Motor,0
2024-05-30,Mixer 0,717,1,19.12,Motor,0
2024-05-31,Mixer 0,718,2,16.21,Motor,0
2024-06-01,Mixer 0,719,3,18.78,Motor,0
2024-06-02,Mixer 0,720,4,18.53,Motor,0
2024-06-03,Mixer 0,721,5,15.2,Motor,0
2024-06-04,Mixer 0,722,6,15.76,Motor,0
2024-06-05,Mixer 0,723,7,19.51,Motor,0
2024-06-06,Mixer 0,724,8,24.0,Motor,0
2024-06-07,Mixer 0,725,9,17.74,Motor,0
2024-06-08,Mixer 0,726,10,12.21,Motor,0
2024-06-09,Mixer 0,727,11,9.2,Motor,0
2024-06-10,Mixer 0,728,12,13.92,Motor,0
2024-06-11,Mixer 0,729,13,20.83,Motor,0
2024-06-12,Mixer 0,730,14,12.88,Motor,0
2024-06-13,Mixer 0,731,15,21.49,Motor,0
2024-06-14,Mixer 0,732,16,20.6,Motor,0
2024-06-15,Mixer 0,733,17,17.6,Motor,0
2024-06-16,Mixer 0,734,18,11.9,Motor,0
2024-06-17,Mixer 0,735,19,15.23,Motor,0
2024-06-18,Mixer 0,736,20,17.04,Motor,0
2024-06-19,Mixer 0,737,21,19.41,Motor,0
2024-06-20,Mixer 0,738,22,12.99,Motor,0
2024-06-21,Mixer 0,739,23,23.78,Motor,0
2024-06-22,Mixer 0,740,24,19.37,Motor,0
2024-06-23,Mixer 0,741,25,19.83,Motor,0
2024-06-24,Mixer 0,742,26,20.57,Motor,0
2024-06-25,Mixer 0,743,27,23.32,Motor,1
2024-06-26,Mixer 0,744,28,18.79,Motor,1
2024-06-27,Mixer 0,745,29,20.84,Motor,1
2024-06-28,Mixer 0,746,30,15.29,Motor,1
2024-06-29,Mixer 0,747,31,24.0,Motor,1
2024-06-30,Mixer 0,748,32,18.51,Motor,1
2024-07-01,Mixer 0,749,33,15.28,Motor,1
2024-07-02,Mixer 0,750,34,16.22,Motor,1
2024-07-03,Mixer 0,751,0,10.44,Sensor,1
2024-07-04,Mixer 0,752,1,19.31,Sensor,1
2024-07-05,Mixer 0,753,2,17.71,Sensor,1
2024-07-06,Mixer 0,754,3,19.03,Sensor,1
2024-07-07,Mixer 0,755,4,19.88,Sensor,1
2024-07-08,Mixer 0,756,5,18.65,Sensor,1
2024-07-09,Mixer 0,757,0,14.35,Electrical Relay,1
2024-07-10,Mixer 0,758,1,20.1,Electrical Relay,0
2024-07-11,Mixer 0,759,0,24.0,Hydraulic Pump,0
2024-07-12,Mixer 0,760,1,22.09,Hydraulic Pump,0
2024-07-13,Mixer 0,761,2,18.37,Hydraulic Pump,0
2024-07-14,Mixer 0,762,3,12.46,Hydraulic Pump,0
2024-07-15,Mixer 0,763,4,13.57,Hydraulic Pump,0
2024-07-16,Mixer 0,764,5,21.68,Hydraulic Pump,0
2024-07-17,Mixer 0,765,6,20.21,Hydraulic Pump,0
2024-07-18,Mixer 0,766,7,18.84,Hydraulic Pump,0
2024-07-19,Mixer 0,767,8,21.52,Hydraulic Pump,0
2024-07-20,Mixer 0,768,9,19.49,Hydraulic Pump,0
2024-07-21,Mixer 0,769,10,17.31,Hydraulic Pump,0
2024-07-22,Mixer 0,770,11,20.07,Hydraulic Pump,0
2024-07-23,Mixer 0,771,12,23.23,Hydraulic Pump,0
2024-07-24,Mixer 0,772,13,24.0,Hydraulic Pump,0
2024-07-25,Mixer 0,773,14,22.69,Hydraulic Pump,0
2024-07-26,Mixer 0,774,15,24.0,Hydraulic Pump,0
2024-07-27,Mixer 0,775,16,16.16,Hydraulic Pump,0
2024-07-28,Mixer 0,776,17,24.0,Hydraulic Pump,0
2024-07-29,Mixer 0,777,18,16.3,Hydraulic Pump,0
2024-07-30,Mixer 0,778,19,20.28,Hydraulic Pump,0
2024-07-31,Mixer 0,779,20,19.5,Hydraulic Pump,0
2024-08-01,Mixer 0,780,21,12.76,Hydraulic Pump,0
2024-08-02,Mixer 0,781,22,22.79,Hydraulic Pump,0
2024-08-03,Mixer 0,782,23,17.3,Hydraulic Pump,0
2024-08-04,Mixer 0,783,24,14.96,Hydraulic Pump,0
2024-08-05,Mixer 0,784,25,19.93,Hydraulic Pump,0
2024-08-06,Mixer 0,785,26,16.32,Hydraulic Pump,0
2024-08-07,Mixer 0,786,27,22.53,Hydraulic Pump,0
2024-08-08,Mixer 0,787,28,16.9,Hydraulic Pump,0
2024-08-09,Mixer 0,788,29,18.11,Hydraulic Pump,0
2024-08-10,Mixer 0,789,30,24.0,Hydraulic Pump,0
2024-08-11,Mixer 0,790,31,16.36,Hydraulic Pump,0
2024-08-12,Mixer 0,791,32,18.31,Hydraulic Pump,0
2024-08-13,Mixer 0,792,33,23.27,Hydraulic Pump,0
2024-08-14,Mixer 0,793,34,19.76,Hydraulic Pump,0
2024-08-15,Mixer 0,794,35,14.45,Hydraulic Pump,0
2024-08-16,Mixer 0,795,36,12.55,Hydraulic Pump,0
2024-08-17,Mixer 0,796,37,16.04,Hydraulic Pump,0
2024-08-18,Mixer 0,797,38,20.49,Hydraulic Pump,0
2024-08-19,Mixer 0,798,39,24.0,Hydraulic Pump,0
2024-08-20,Mixer 0,799,40,23.1,Hydraulic Pump,0
2024-08-21,Mixer 0,800,41,15.19,Hydraulic Pump,0
2024-08-22,Mixer 0,801,42,17.43,Hydraulic Pump,0
2024-08-23,Mixer 0,802,43,24.0,Hydraulic Pump,0
2024-08-24,Mixer 0,803,44,11.42,Hydraulic Pump,0
2024-08-25,Mixer 0,804,45,19.07,Hydraulic Pump,0
2024-08-26,Mixer 0,805,46,15.15,Hydraulic Pump,0
2024-08-27,Mixer 0,806,47,24.0,Hydraulic Pump,0
2024-08-28,Mixer 0,807,48,24.0,Hydraulic Pump,0
2024-08-29,Mixer 0,808,49,19.73,Hydraulic Pump,0
2024-08-30,Mixer 0,809,50,16.8,Hydraulic Pump,0
2024-08-31,Mixer 0,810,51,24.0,Hydraulic Pump,0
2024-09-01,Mixer 0,811,52,15.64,Hydraulic Pump,1
2024-09-02,Mixer 0,812,53,20.35,Hydraulic Pump,1
2024-09-03,Mixer 0,813,54,18.46,Hydraulic Pump,1
2024-09-04,Mixer 0,814,55,23.62,Hydraulic Pump,1
2024-09-05,Mixer 0,815,56,11.58,Hydraulic Pump,1
2024-09-06,Mixer 0,816,57,20.83,Hydraulic Pump,1
2024-09-07,Mixer 0,817,58,21.88,Hydraulic Pump,1
2024-09-08,Mixer 0,818,59,24.0,Hydraulic Pump,0
2024-09-09,Mixer 0,819,0,24.0,Electrical Relay,0
2024-09-10,Mixer 0,820,1,20.91,Electrical Relay,0
2024-09-11,Mixer 0,821,2,18.21,Electrical Relay,0
2024-09-12,Mixer 0,822,3,20.93,Electrical Relay,0
2024-09-13,Mixer 0,823,4,17.68,Electrical Relay,0
2024-09-14,Mixer 0,824,5,21.67,Electrical Relay,0
2024-09-15,Mixer 0,825,6,19.39,Electrical Relay,0
2024-09-16,Mixer 0,826,7,24.0,Electrical Relay,0
2024-09-17,Mixer 0,827,8,17.44,Electrical Relay,0
2024-09-18,Mixer 0,828,9,22.43,Electrical Relay,0
2024-09-19,Mixer 0,829,10,13.84,Electrical Relay,0
2024-09-20,Mixer 0,830,11,15.5,Electrical Relay,0
2024-09-21,Mixer 0,831,12,24.0,Electrical Relay,0
2024-09-22,Mixer 0,832,13,21.48,Electrical Relay,0
2024-09-23,Mixer 0,833,14,19.98,Electrical Relay,0
2024-09-24,Mixer 0,834,15,24.0,Electrical Relay,0
2024-09-25,Mixer 0,835,16,17.77,Electrical Relay,0
2024-09-26,Mixer 0,836,17,22.42,Electrical Relay,0
2024-09-27,Mixer 0,837,18,22.75,Electrical Relay,0
2024-09-28,Mixer 0,838,19,24.0,Electrical Relay,0
2024-09-29,Mixer 0,839,20,13.41,Electrical Relay,0
2024-09-30,Mixer 0,840,21,17.74,Electrical Relay,0
2024-10-01,Mixer 0,841,22,19.32,Electrical Relay,0
2024-10-02,Mixer 0,842,23,24.0,Electrical Relay,0
2024-10-03,Mixer 0,843,24,19.81,Electrical Relay,0
2024-10-04,Mixer 0,844,25,22.76,Electrical Relay,0
2024-10-05,Mixer 0,845,26,13.09,Electrical Relay,0
2024-10-06,Mixer 0,846,27,16.81,Electrical Relay,0
2024-10-07,Mixer 0,847,28,23.5,Electrical Relay,0
2024-10-08,Mixer 0,848,29,17.31,Electrical Relay,0
2024-10-09,Mixer 0,849,30,18.06,Electrical Relay,0
2024-10-10,Mixer 0,850,31,24.0,Electrical Relay,0
2024-10-11,Mixer 0,851,32,14.61,Electrical Relay,0
2024-10-12,Mixer 0,852,33,15.44,Electrical Relay,0
2024-10-13,Mixer 0,853,34,12.71,Electrical Relay,0
2024-10-14,Mixer 0,854,35,24.0,Electrical Relay,0
2024-10-15,Mixer 0,855,36,22.04,Electrical Relay,0
2024-10-16,Mixer 0,856,37,21.93,Electrical Relay,0
2024-10-17,Mixer 0,857,38,16.7,Electrical Relay,0
2024-10-18,Mixer 0,858,39,12.44,Electrical Relay,0
2024-10-19,Mixer 0,859,40,11.42,Electrical Relay,0
2024-10-20,Mixer 0,860,41,23.54,Electrical Relay,0
2024-10-21,Mixer 0,861,42,20.26,Electrical Relay,0
2024-10-22,Mixer 0,862,43,21.04,Electrical Relay,0
2024-10-23,Mixer 0,863,44,19.12,Electrical Relay,0
2024-10-24,Mixer 0,864,45,14.98,Electrical Relay,0
2024-10-25,Mixer 0,865,46,16.88,Electrical Relay,0
2024-10-26,Mixer 0,866,47,14.05,Electrical Relay,0
2024-10-27,Mixer 0,867,48,13.59,Electrical Relay,0
2024-10-28,Mixer 0,868,49,21.67,Electrical Relay,0
2024-10-29,Mixer 0,869,50,11.72,Electrical Relay,0
2024-10-30,Mixer 0,870,51,14.07,Electrical Relay,0
2024-10-31,Mixer 0,871,52,17.1,Electrical Relay,0
2024-11-01,Mixer 0,872,53,18.42,Electrical Relay,0
2024-11-02,Mixer 0,873,54,12.66,Electrical Relay,0
2024-11-03,Mixer 0,874,55,11.63,Electrical Relay,0
2024-11-04,Mixer 0,875,56,19.76,Electrical Relay,0
2024-11-05,Mixer 0,876,57,18.9,Electrical Relay,0
2024-11-06,Mixer 0,877,58,23.46,Electrical Relay,0
2024-11-07,Mixer 0,878,59,18.49,Electrical Relay,0
2024-11-08,Mixer 0,879,60,20.17,Electrical Relay,0
2024-11-09,Mixer 0,880,61,15.19,Electrical Relay,0
2024-11-10,Mixer 0,881,62,15.35,Electrical Relay,0
2024-11-11,Mixer 0,882,63,13.02,Electrical Relay,0
2024-11-12,Mixer 0,883,64,15.23,Electrical Relay,0
2024-11-13,Mixer 0,884,65,16.82,Electrical Relay,0
2024-11-14,Mixer 0,885,66,22.99,Electrical Relay,0
2024-11-15,Mixer 0,886,67,14.66,Electrical Relay,0
2024-11-16,Mixer 0,887,68,24.0,Electrical Relay,0
2024-11-17,Mixer 0,888,69,20.54,Electrical Relay,0
2024-11-18,Mixer 0,889,70,19.66,Electrical Relay,0
2024-11-19,Mixer 0,890,71,18.18,Electrical Relay,0
2024-11-20,Mixer 0,891,72,17.41,Electrical Relay,0
2024-11-21,Mixer 0,892,73,15.77,Electrical Relay,0
2024-11-22,Mixer 0,893,74,12.52,Electrical Relay,0
2024-11-23,Mixer 0,894,75,14.79,Electrical Relay,0
2024-11-24,Mixer 0,895,76,24.0,Electrical Relay,0
2024-11-25,Mixer 0,896,77,20.28,Electrical Relay,0
2024-11-26,Mixer 0,897,78,24.0,Electrical Relay,0
2024-11-27,Mixer 0,898,79,15.67,Electrical Relay,0
2024-11-28,Mixer 0,899,80,13.94,Electrical Relay,0
2024-11-29,Mixer 0,900,81,18.14,Electrical Relay,0
2024-11-30,Mixer 0,901,82,14.92,Electrical Relay,0
2024-12-01,Mixer 0,902,83,18.94,Electrical Relay,0
2024-12-02,Mixer 0,903,84,11.78,Electrical Relay,0
2024-12-03,Mixer 0,904,85,10.03,Electrical Relay,0
2024-12-04,Mixer 0,905,86,19.5,Electrical Relay,0
2024-12-05,Mixer 0,906,87,24.0,Electrical Relay,0
2024-12-06,Mixer 0,907,88,19.68,Electrical Relay,0
2024-12-07,Mixer 0,908,89,20.23,Electrical Relay,0
2024-12-08,Mixer 0,909,90,18.3,Electrical Relay,0
2024-12-09,Mixer 0,910,91,18.68,Electrical Relay,0
2024-12-10,Mixer 0,911,92,12.35,Electrical Relay,0
2024-12-11,Mixer 0,912,93,15.06,Electrical Relay,0
2024-12-12,Mixer 0,913,94,22.94,Electrical Relay,1
2024-12-13,Mixer 0,914,95,13.63,Electrical Relay,1
2024-12-14,Mixer 0,915,96,16.73,Electrical Relay,1
2024-12-15,Mixer 0,916,97,22.85,Electrical Relay,1
2024-12-16,Mixer 0,917,98,18.57,Electrical Relay,1
2024-12-17,Mixer 0,918,99,18.77,Electrical Relay,1
2024-12-18,Mixer 0,919,100,16.76,Electrical Relay,1
2024-12-19,Mixer 0,920,101,20.83,Electrical Relay,0
2024-12-20,Mixer 0,921,0,21.83,Motor,0
2024-12-21,Mixer 0,922,1,13.37,Motor,0
2024-12-22,Mixer 0,923,2,11.85,Motor,0
2024-12-23,Mixer 0,924,3,23.24,Motor,0
2024-12-24,Mixer 0,925,4,18.16,Motor,0
2024-12-25,Mixer 0,926,5,19.46,Motor,1
2024-12-26,Mixer 0,927,6,23.61,Motor,1
2024-12-27,Mixer 0,928,7,7.94,Motor,1
2024-12-28,Mixer 0,929,8,18.11,Motor,1
2024-12-29,Mixer 0,930,9,19.49,Motor,1
2024-12-30,Mixer 0,931,10,24.0,Motor,1
2024-12-31,Mixer 0,932,11,20.31,Motor,1
2025-01-01,Mixer 0,933,12,15.91,Motor,0
2025-01-02,Mixer 0,934,0,13.85,Conveyor Belt,0
2025-01-03,Mixer 0,935,1,23.25,Conveyor Belt,0
2025-01-04,Mixer 0,936,2,17.1,Conveyor Belt,0
2025-01-05,Mixer 0,937,3,18.79,Conveyor Belt,0
2025-01-06,Mixer 0,938,4,24.0,Conveyor Belt,0
2025-01-07,Mixer 0,939,5,16.8,Conveyor Belt,0
2025-01-08,Mixer 0,940,6,7.9,Conveyor Belt,0
2025-01-09,Mixer 0,941,7,18.26,Conveyor Belt,0
2025-01-10,Mixer 0,942,8,20.03,Conveyor Belt,0
2025-01-11,Mixer 0,943,9,18.22,Conveyor Belt,0
2025-01-12,Mixer 0,944,10,6.45,Conveyor Belt,0
2025-01-13,Mixer 0,945,11,19.17,Conveyor Belt,0
2025-01-14,Mixer 0,946,12,20.16,Conveyor Belt,0
2025-01-15,Mixer 0,947,13,12.87,Conveyor Belt,0
2025-01-16,Mixer 0,948,14,15.25,Conveyor Belt,0
2025-01-17,Mixer 0,949,15,17.75,Conveyor Belt,0
2025-01-18,Mixer 0,950,16,15.75,Conveyor Belt,0
2025-01-19,Mixer 0,951,17,16.36,Conveyor Belt,0
2025-01-20,Mixer 0,952,18,19.21,Conveyor Belt,0
2025-01-21,Mixer 0,953,19,15.49,Conveyor Belt,1
2025-01-22,Mixer 0,954,20,11.86,Conveyor Belt,1
2025-01-23,Mixer 0,955,21,21.65,Conveyor Belt,1
2025-01-24,Mixer 0,956,22,13.82,Conveyor Belt,1
2025-01-25,Mixer 0,957,23,17.16,Conveyor Belt,1
2025-01-26,Mixer 0,958,24,15.97,Conveyor Belt,1
2025-01-27,Mixer 0,959,25,13.32,Conveyor Belt,1
2025-01-28,Mixer 0,960,26,21.51,Conveyor Belt,0
2025-01-29,Mixer 0,961,0,21.05,Sensor,0
2025-01-30,Mixer 0,962,1,23.48,Sensor,0
2025-01-31,Mixer 0,963,2,16.46,Sensor,0
2025-02-01,Mixer 0,964,3,19.83,Sensor,0
2025-02-02,Mixer 0,965,4,13.23,Sensor,0
2025-02-03,Mixer 0,966,5,13.22,Sensor,0
2025-02-04,Mixer 0,967,6,20.05,Sensor,0
2025-02-05,Mixer 0,968,7,12.45,Sensor,0
2025-02-06,Mixer 0,969,8,14.95,Sensor,0
2025-02-07,Mixer 0,970,9,15.25,Sensor,0
2025-02-08,Mixer 0,971,10,16.17,Sensor,0
2025-02-09,Mixer 0,972,11,20.93,Sensor,0
2025-02-10,Mixer 0,973,12,13.05,Sensor,0
2025-02-11,Mixer 0,974,13,16.77,Sensor,0
2025-02-12,Mixer 0,975,14,22.1,Sensor,0
2025-02-13,Mixer 0,976,15,19.17,Sensor,0
2025-02-14,Mixer 0,977,16,15.08,Sensor,0
2025-02-15,Mixer 0,978,17,17.21,Sensor,0
2025-02-16,Mixer 0,979,18,16.48,Sensor,0
2025-02-17,Mixer 0,980,19,20.35,Sensor,0
2025-02-18,Mixer 0,981,20,20.03,Sensor,0
2025-02-19,Mixer 0,982,21,11.96,Sensor,0
2025-02-20,Mixer 0,983,22,16.9,Sensor,0
2025-02-21,Mixer 0,984,23,17.88,Sensor,0
2025-02-22,Mixer 0,985,24,19.04,Sensor,0
2025-02-23,Mixer 0,986,25,21.17,Sensor,0
2025-02-24,Mixer 0,987,26,22.91,Sensor,0
2025-02-25,Mixer 0,988,27,18.04,Sensor,0
2025-02-26,Mixer 0,989,28,15.83,Sensor,0
2025-02-27,Mixer 0,990,29,13.69,Sensor,0
2025-02-28,Mixer 0,991,30,10.89,Sensor,0
2025-03-01,Mixer 0,992,31,17.5,Sensor,0
2025-03-02,Mixer 0,993,32,15.13,Sensor,0
2025-03-03,Mixer 0,994,33,18.7,Sensor,0
2025-03-04,Mixer 0,995,34,18.98,Sensor,0
2025-03-05,Mixer 0,996,35,14.55,Sensor,0
2025-03-06,Mixer 0,997,36,14.48,Sensor,0
2025-03-07,Mixer 0,998,37,21.85,Sensor,0
2025-03-08,Mixer 0,999,38,17.79,Sensor,0
2025-03-09,Mixer 0,1000,39,13.96,Sensor,0
2025-03-10,Mixer 0,1001,40,17.73,Sensor,0
2025-03-11,Mixer 0,1002,41,24.0,Sensor,1
2025-03-12,Mixer 0,1003,42,19.69,Sensor,1
2025-03-13,Mixer 0,1004,43,18.92,Sensor,1
2025-03-14,Mixer 0,1005,44,14.37,Sensor,1
2025-03-15,Mixer 0,1006,45,9.34,Sensor,1
2025-03-16,Mixer 0,1007,46,21.9,Sensor,1
2025-03-17,Mixer 0,1008,47,18.84,Sensor,1
2025-03-18,Mixer 0,1009,48,20.05,Sensor,0
2025-03-19,Mixer 0,1010,0,21.44,Pneumatic Valve,0
2025-03-20,Mixer 0,1011,1,15.67,Pneumatic Valve,0
2025-03-21,Mixer 0,1012,2,17.33,Pneumatic Valve,0
2025-03-22,Mixer 0,1013,3,19.13,Pneumatic Valve,0
2025-03-23,Mixer 0,1014,4,19.96,Pneumatic Valve,0
2025-03-24,Mixer 0,1015,5,20.94,Pneumatic Valve,0
2025-03-25,Mixer 0,1016,6,18.72,Pneumatic Valve,0
2025-03-26,Mixer 0,1017,7,12.81,Pneumatic Valve,0
2025-03-27,Mixer 0,1018,8,19.6,Pneumatic Valve,0
2025-03-28,Mixer 0,1019,9,15.39,Pneumatic Valve,1
2025-03-29,Mixer 0,1020,10,22.95,Pneumatic Valve,1
2025-03-30,Mixer 0,1021,11,18.09,Pneumatic Valve,1
2025-03-31,Mixer 0,1022,12,18.96,Pneumatic Valve,1
2025-04-01,Mixer 0,1023,13,24.0,Pneumatic Valve,1
2025-04-02,Mixer 0,1024,14,21.01,Pneumatic Valve,1
2025-04-03,Mixer 0,1025,15,19.52,Pneumatic Valve,1
2025-04-04,Mixer 0,1026,16,17.45,Pneumatic Valve,0
2025-04-05,Mixer 0,1027,0,13.1,Motor,0
2025-04-06,Mixer 0,1028,1,16.58,Motor,0
2025-04-07,Mixer 0,1029,2,20.44,Motor,0
2025-04-08,Mixer 0,1030,3,12.83,Motor,0
2025-04-09,Mixer 0,1031,4,22.31,Motor,0
2025-04-10,Mixer 0,1032,5,24.0,Motor,0
2025-04-11,Mixer 0,1033,6,21.78,Motor,0
2025-04-12,Mixer 0,1034,7,22.79,Motor,0
2025-04-13,Mixer 0,1035,8,18.33,Motor,0
2025-04-14,Mixer 0,1036,9,21.1,Motor,0
2025-04-15,Mixer 0,1037,10,22.49,Motor,0
2025-04-16,Mixer 0,1038,11,18.93,Motor,0
2025-04-17,Mixer 0,1039,12,4.59,Motor,0
2025-04-18,Mixer 0,1040,13,22.84,Motor,0
2025-04-19,Mixer 0,1041,14,20.48,Motor,1
2025-04-20,Mixer 0,1042,15,16.42,Motor,1
2025-04-21,Mixer 0,1043,16,16.35,Motor,1
2025-04-22,Mixer 0,1044,17,18.12,Motor,1
2025-04-23,Mixer 0,1045,18,22.3,Motor,1
2025-04-24,Mixer 0,1046,19,20.94,Motor,1
2025-04-25,Mixer 0,1047,20,14.03,Motor,1
2025-04-26,Mixer 0,1048,21,24.0,Motor,0
2025-04-27,Mixer 0,1049,0,24.0,Conveyor Belt,0
2025-04-28,Mixer 0,1050,1,22.46,Conveyor Belt,0
2025-04-29,Mixer 0,1051,2,15.4,Conveyor Belt,0
2025-04-30,Mixer 0,1052,3,6.91,Conveyor Belt,0
2025-05-01,Mixer 0,1053,4,21.2,Conveyor Belt,0
2025-05-02,Mixer 0,1054,5,14.63,Conveyor Belt,0
2025-05-03,Mixer 0,1055,6,17.46,Conveyor Belt,1
2025-05-04,Mixer 0,1056,7,18.76,Conveyor Belt,1
2025-05-05,Mixer 0,1057,8,20.31,Conveyor Belt,1
2025-05-06,Mixer 0,1058,9,16.6,Conveyor Belt,1
2025-05-07,Mixer 0,1059,10,19.05,Conveyor Belt,1
2025-05-08,Mixer 0,1060,11,22.79,Conveyor Belt,1
2025-05-09,Mixer 0,1061,12,10.25,Conveyor Belt,1
2025-05-10,Mixer 0,1062,13,12.36,Conveyor Belt,0
2025-05-11,Mixer 0,1063,0,13.3,Motor,1
2025-05-12,Mixer 0,1064,1,24.0,Motor,1
2025-05-13,Mixer 0,1065,2,20.94,Motor,1
2025-05-14,Mixer 0,1066,3,15.67,Motor,1
2025-05-15,Mixer 0,1067,4,12.8,Motor,1
2025-05-16,Mixer 0,1068,5,20.78,Motor,1
2025-05-17,Mixer 0,1069,6,17.59,Motor,1
2025-05-18,Mixer 0,1070,7,18.4,Motor,0
2025-05-19,Mixer 0,1071,0,18.58,Motor,0
2025-05-20,Mixer 0,1072,1,14.01,Motor,0
2025-05-21,Mixer 0,1073,2,19.21,Motor,0
2025-05-22,Mixer 0,1074,3,17.6,Motor,0
2025-05-23,Mixer 0,1075,4,17.19,Motor,0
2025-05-24,Mixer 0,1076,5,17.09,Motor,0
2025-05-25,Mixer 0,1077,6,19.47,Motor,0
2025-05-26,Mixer 0,1078,7,23.97,Motor,0
2025-05-27,Mixer 0,1079,8,16.92,Motor,0
2025-05-28,Mixer 0,1080,9,8.3,Motor,0
2025-05-29,Mixer 0,1081,10,21.54,Motor,0
2025-05-30,Mixer 0,1082,11,18.27,Motor,0
2025-05-31,Mixer 0,1083,12,20.06,Motor,0
